id,title,description,publishedAt,channelId,channelTitle,tags,categoryId,duration,durationSeconds,viewCount,commentCount,definicion,idioma_audio
SJxhHvn9CkY,¿Qué pasaría si caes en una piscina llena de? #animales #impactante #sabiasque #shorts #datoscurisos,,2026-02-05T23:53:02Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M30S,90,4357317,552,hd,es
1E_8JNNoy5E,Dormir con la ropa de la calle NO es tan inofensivo como crees #SabíasQue #shorts #DatosQueNoSabías,,2026-02-03T19:52:02Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M5S,65,1826576,945,hd,es
0qG7QMgjMpI,¿Qué pasa realmente cuando entras a una piscina pública? #DatosQueNoSabias #PiscinaPublica #shrots,,2026-02-01T00:02:08Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M13S,73,6157341,4726,hd,es
tIv73o39P-8,Nunca toques animales que no conoces #AnimalesVenenosos #SabíasQue #NoLaToques #Shorts #Impactante,,2026-01-31T00:11:36Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M28S,88,4987136,588,hd,es
7VNmcP1fShU,Esto pasa si duermes con el ventilador encendido #ventilador #dormir #salud #curiosidades #sabiasque,,2026-01-30T14:47:31Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M18S,78,836694,321,hd,es
xgmL0NZHY7U,Esto le pasa a tu piel si duermes con maquillaje #SaludDeLaPiel #SabiasQue #Maquillaje #dormir,,2026-01-30T11:04:08Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M13S,73,579462,185,hd,es
XJ4eTz9u3NU,Esto le pasa a tu cuerpo bajo el sol ☀️ #DatosImpactantes #Sol #sabiasque #curiosidades,,2026-01-30T00:32:05Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M13S,73,167750,113,hd,es
CYDp0eBzKJc,El efecto del chicle diario en tu cuerpo #Chicle #Salud #HabitosDiarios #SabiasQue #CuerpoHumano,,2026-01-28T21:51:03Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M6S,66,191871,46,hd,es
IxEn-VCSQsQ,Esto puede pasar con una sola picadura #animalespeligrosos #sabiasque #salud #DatosImpactantes,,2026-01-27T21:03:31Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M19S,79,771850,245,hd,es
mbfGk8l3uZE,¿Qué pasa si dejas de cepillarte los dientes? #saludbucal #dientes #higienebucal #sabiasque #reels,,2026-01-25T20:59:51Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M6S,66,507234,179,hd,es
3l4b-SFmQAc,Esto le pasa a tu cuerpo si tragas estos insectos vivos #Escorpión #Insectos #Salud #SabíasQue,,2026-01-22T21:17:20Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M25S,85,1337958,248,hd,es
7qt1SaKRgZc,Ningún cuerpo humano sobrevive 10 minutos en estos planetas 🌍💀#Espacio #Planetas #SabiasQue #Venus,,2026-01-22T01:48:37Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M16S,76,75316,34,hd,es
n9hNsbeLrFM,Esto pasa si tomas demasiada agua #Salud #DatosImpactantes #NoLoSabias #Impactante #Agua #shorts,,2026-01-21T15:42:12Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT57S,57,83064,26,hd,es
L2RpxWlXyWg,SI TE RÍES PIERDES NIVEL SUPREMO 😂🤣🚨🥶 [999.99 IMPOSIBLE NO REÍRSE]Videos De Risa Muy Graciosos 2025😁,"😂 ¿Crees que puedes aguantar sin reírte?
Este video no es tan fácil como parece. Cada clip sube el nivel y pone a prueba tu control total.
Mira hasta el final y descubre si eres de los pocos que logran resistir sin soltar una carcajada.
Si pierdes, no pasa nada… pero si ganas, coméntalo 😏
Suscríbete para más retos, risas y momentos inesperados.

#SiTeRíesPierdes #RetoDeRisa #VideosDeRisa #Humor #Risas #MomentosGraciosos #VideosDivertidos #HumorDiario #RisasAseguradas",2026-01-21T03:03:30Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT8M21S,501,3379,2,hd,es
Z8Waadtf5o4,¿Qué pasa si te bañas con agua caliente todos los días? #AguaCaliente #Salud #AguaFría #SabíasQue,,2026-01-14T20:10:39Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M13S,73,85496,95,hd,es
UaBcrAlmX8E,Perderse 24 horas en la selva puede ser mortal #Selva #AnimalesSalvajes #DatosImpactantes #shorts,,2026-01-13T13:42:15Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M10S,70,93051,23,hd,es
q_g2Eaxr03k,Esto es lo que el ají le hace a tu estómago 🌶️#Aji #Estomago #CuerpoHumano #SabiasQue #Picante,,2026-01-11T22:06:50Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT55S,55,64719,19,hd,es
pAV6q-KZCok,Lo que el agua fría le hace a tu cuerpo #aguafria #ducha #salud #cuerpohumano #bienestar #energia,,2026-01-10T21:01:14Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M15S,75,97093,31,hd,es
X4CYTaKBDws,Lo que los ultraprocesados le hacen a tu cuerpo con el tiempo #salud #cuerpohumano #obesidad #shorts,,2026-01-09T15:54:18Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M35S,95,44624,11,hd,es
nPjBIlsGRpI,¿Qué pasaría si usaras el celular durante 48 horas sin parar? #sabiasque #celular #ojos #saludvisual,,2026-01-08T15:57:00Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M29S,89,59473,67,hd,es
cY3WGIARJLg,¿Qué pasaría si no te lavaras el cabello por 30 días? #cuerocabelludo #higiene #sabiasque #salud,,2026-01-07T11:43:27Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M24S,84,74470,62,hd,es
3OWuiA8_8lw,¿Qué pasaría si no expulsaras gases durante 7 días? #SistemaDigestivo #sabíasque #shorts #salud,,2026-01-05T11:16:01Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M17S,77,45690,26,hd,es
9K44NnZ35kQ,¿Qué animal te aplasta al sentarse encima? #Peso #CosasQueNoSabias #Shorts #Fisica,,2026-01-04T16:34:25Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT53S,53,55301,23,hd,es
K5TIs2VnAnM,¿Qué animal podría aplastar un auto solo con su peso? #animalespesados #shorts #sabiasque #auto,,2026-01-01T02:17:34Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT57S,57,90211,14,hd,es
Y7--CmqnjIY,¿Qué pasaría si no hicieras tus necesidades durante 7 días? #datosimpactantes #cuerpohumano #shorts,,2025-12-30T22:23:35Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT1M4S,64,26124,14,hd,es
KsC-oeAhzi8,¿Qué pasaría si vivieras 30 días con gravedad cero? #gravedadcero #espacio #shorts #SabíasEsto,,2025-12-30T18:33:49Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT49S,49,27629,9,hd,es
jV91f5TVOD8,¿Qué pasaría si meditases 15 minutos diarios durante 30 días? #MeditaciónDiaria #shorts #curiosidad,,2025-12-30T05:42:24Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT53S,53,25310,8,hd,es
hz4I1gYfU6w,¿Qué pasaría si hicieras 100 flexiones diarias durante 30 días? #100Flexiones #CuerpoHumano #retogym,,2025-12-28T18:02:52Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT53S,53,26161,16,hd,es
kmP_SYubIoY,¿Qué pasa si saltas al agua desde alturas cada vez más extremas? #FísicaExtrema #PresiónYFuerza,,2025-12-28T00:30:11Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT51S,51,30241,20,hd,es
HpkdUShB-I0,¿Cuántos humanos se necesitan para ganarle a un gorila #GorilaVsHumanos #Fuerza #Desafío #Shorts,,2025-12-27T18:54:00Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT42S,42,27932,9,hd,es
3n87M1lPZ9o,¿Qué pasaría si dejas el azúcar por solo 7 días? #Curiosidades #DejarElAzucar #HabitosSaludables,,2025-12-27T13:43:52Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT43S,43,47711,19,hd,es
XRoImT1_c8M,#siteríespierdes #humor #videosdivertidos #memes #retoderisa,,2025-12-20T13:31:13Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT54S,54,46832,19,hd,es
W58GbhD3Q2s,#siteríespierdes #humor #retoderisa #videosdivertidos,,2025-12-19T17:40:02Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT35S,35,41183,11,hd,es
8xNj2weUmBs,#humor #siteríespierdes #retoderisa #comedia,,2025-12-18T18:18:19Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT36S,36,47152,11,hd,es
NAHyXwzp28o,SI TE RÍES PIERDES 🤣😭 NIVEL [ 999.999 % IMPOSIBLE DE NO REÍRSE ] 🥶🔥 Videos muy Graciosos 2025 😅🎉,"Este video no es un reto cualquiera… es una prueba directa a tu autocontrol 😅
Una selección de momentos tan inesperados y absurdos que mantener la seriedad será casi imposible.

Míralo con atención, relájate y trata de no caer en la risa.
Si llegas hasta el final sin reírte, felicidades… no muchos lo logran 😎

Cuéntanos en los comentarios en qué parte perdiste y si crees que alguien más podría superarlo.
Gracias por estar aquí y por apoyar el canal 💙

#SiTeRíesPierdes #VideosDeRisa #Humor #Risas #MomentosGraciosos #VideosDivertidos #RetoDeRisa #Comedia #Entretenimiento #RisasAseguradas",2025-12-13T18:40:24Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT8M26S,506,8053,6,hd,es
wJDf5ojWmvo,SI TE RÍES PIERDES 😂🥶 NIVEL SUPREMO (999.999% IMPOSIBLE DE NO REÍRSE) 😩🤣Videos de risa muy graciosos,"Prepárate para reírte como nunca antes 😆
¡Llega el reto definitivo de risas! Si te ríes, pierdes 😜.
Disfruta de los momentos más divertidos, caídas épicas y situaciones tan absurdas que será casi imposible mantener la seriedad.

¿Tendrás el control suficiente para no soltar ni una carcajada? Solo los más fuertes logran llegar hasta el final.
Comenta cuántas veces no pudiste aguantar y comparte este video con tus amigos para desafiarlos.

Suscríbete y activa la campanita 🔔 para más videos llenos de humor.
¡Comienza el desafío y que gane el más serio!

#SiTeRíesPierdes #RetoDeRisa #VideosGraciosos #HumorDivertido #RisasAseguradas #NivelImposible #VideosDeRisa2025 #DiversiónSinFin",2025-11-12T01:25:54Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT10M24S,624,1817,3,hd,es
qc7W42vZ5Oc,SI TE RÍES PIERDES 😂 NIVEL SUPREMO 999.999% IMPOSIBLE DE NO REÍRSE 😩🤣Videos de risa muy graciosos,"¡Prepárate para el desafío más extremo de risas! 😂
Si te ríes, pierdes: Nivel 999,999% imposible de resistir.
Esta recopilación de momentos graciosos te pondrá a prueba como nunca antes.

¿Podrás superar este nivel sin soltar una carcajada? Solo los verdaderos campeones lo logran.
Déjanos en los comentarios cuántas veces caíste y comparte este video con tus amigos para retarlos.

No olvides suscribirte y activar la campanita 🔔 para más contenido divertido.
¡La diversión comienza ahora!


#SiTeRíesPierdes #HumorLatino #VideosGraciosos #VideosDivertidos #RetoDeRisa #CaídasGraciosas #DesafíoDeRisa #MomentosDivertidos #HumorParaTodos #RisasAseguradas",2025-10-20T02:35:48Z,UCUTsFOD4jgQaSlBAMrVyD3Q,¿Sabías Esto..?,,22,PT11M38S,698,65751,55,hd,es
